source,url_domain
Pensacola News Journal,pnj.com
News-Tribune,pntonline.com
Pocahontas Times,pocahontastimes.com
Pocono Business Journal,poconobusinessjournal.com
Pocono Record,poconorecord.com
Point & Shoreland Journal,pointandshoreland.com
Points East,points-east.com
Polish American Journal,polamjournal.com
POLITICO,politico.com
Político MX,politico.mx
PolitiFact,politifact.com
Polk County Democrat,polkcountydemocrat.com
Polk County News,polkcountynewspaper.com
Polk County Itemizer-Observer,polkio.com
Pomerado Newspaper,pomeradonews.com
The Student Life,pomona.edu
Ponca City News,poncacitynews.com
Ponchatoula Times,ponchatoula.com
Recorder,pontevedrarecorder.com
Daily Leader,pontiacdailyleader.com
Popular Mechanics,popularmechanics.com
Port Aransas South Jetty,portasouthjetty.com
News Herald,portclintonnewsherald.com
Port Isabel Press South Padre Visitors,portisabelsouthpadre.com
Portland Mercury,portlandmercury.com
Portland Observer,portlandobserver.com
KRCW-LP,portlandscw32.com
Beaverton Valley Times,portlandtribune.com
Port Lavaca Wave,portlavacawave.com
Port Orchard Independent,portorchardindependent.com
Portsmouth Times,portsmouth-dailytimes.com
"The News, Portsmouth",portsmouth.co.uk
Portuguese Times,portuguesetimes.com
Port Washington News,portwashington-news.com
Posey County News,poseycountynews.com
Pittsburgh Post-Gazette,post-gazette.com
Jamestown Post-Journal,post-journal.com
Post-Register,post-register.com
Pender Post,post-voice.com
The Post and Courier,postandcourier.com
Post-Bulletin,postbulletin.com
"The Post-Crescent (Appleton-Fox Cities, Wisconsin)",postcrescent.com
Post Independent,postindependent.com
Post News Group,postnewsgroup.com
Post Register,postregister.com
Post-Signal,postsignal.com
Post South,postsouth.com
Post-Star,poststar.com
Potato Grower,potatogrower.com
Poteau Daily News,poteaudailynews.com
Potomac Almanac,potomacalmanac.com
Mercury,pottsmerc.com
Poughkeepsie Journal,poughkeepsiejournal.com
Powder Springs Messenger,powderspringsmessenger.net
Powell Tribune,powelltribune.com
Independent,ppindependent.net
Prachachat - ประชาชาติ,prachachat.net
Pragmatismo Político,pragmatismopolitico.com.br
Prairie Advocate,prairieadvocate.com
KFME,prairiepublic.org
Ledger,prairiepublishingmn.com
Pratt Tribune,pratttribune.com
Precinct Reporter,precinctreporter.com
Prensa Hispana,prensahispanaaz.com
Prensa Libre,prensalibre.com
Prentiss Headlight,prentissheadlight.com
Star Press Union,press-citizen.com
Minden Press-Herald,press-herald.com
Press-Leader,press-leader.com
Aberdeen Times,press-times.com
Press and Guide,pressandguide.com
Press Argus-Courier,pressargus.com
Press & Sun-Bulletin,pressconnects.com
Press Democrat,pressdemocrat.com
Press Enterprise,pressenterpriseonline.com
Portland Press Herald,pressherald.com
Newton Press-Mentor,pressmentor.com
Press & News,pressnews.com
The Press of Atlantic City,pressofatlanticcity.com
Press,presspublications.com
South Buffalo News,presspublisher.us
Quad Community Press,presspubs.com
Press Register,pressregister.com
Lamesa Press Reporter,pressreporter.com
Press-Republican,pressrepublican.com
Press Telegram,presstelegram.com
Preston Citizen,prestoncitizen.com
Preston Hollow People,prestonhollowpeople.com
Priest River Times,priestrivertimes.com
Town Times,primepublishers.com
Primera Hora,primerahora.com
Princeton Herald,princetonherald.com
Revista Proceso,proceso.com.mx
Proctor Journal,proctorjournal.com
Progress Index,progress-index.com
Paulding County Progress,progressnewspaper.org
Progress Times,progresstimes.net
Comprova,projetocomprova.com.br
Prothom Alo,prothom-alo.com
Providence Journal,providencejournal.com
Providence Monthly,providenceonline.com
Daily Times,pryordailytimes.com
Dispatch,psdispatch.com
WPSX,pspb.org
The Daily Collegian,psu.edu
Collegio,psucollegio.com
Daily Vanguard,psuvanguard.com
KPTB,ptcbglc.com
Jefferson County Leader,ptleader.com
Point Reyes Light,ptreyeslight.com
Diario Público,publico.es
Public Opinion Online,publicopiniononline.com
Publimetro Chile,publimetro.cl
Publimetro Colombia,publimetro.co
Publimetro México,publimetro.com.mx
Publimetro,publimetro.pe
Publinews Guatemala,publinews.gt
Chronicle,pucchronicle.com
Pulaski County Mirror,pulaskicountymirror.com
Jacksonville Patriot,pulaskinews.net
Pulse Nigeria,pulse.ng
Punch Newspapers,punchng.com
Punjab Kesari,punjabkesari.in
Punxsutawney Spirit,punxsutawneyspirit.com
Purcell Register,purcellregister.com
The Purdue Exponent,purdueexponent.org
Putnam County Courier,putnamcountycourier.com
Putnam County Record,putnamcountyrecord.com
Putnam County Press,putnampresstimes.com
Putnam County Sentinel,putnamsentinel.com
Portageville Missourian-News,pvmonews.com
Peninsula News,pvnews.com
Pahrump Valley Times,pvtimes.com
Prescott Valley Tribune,pvtrib.com
Quartzsite Times,pvvt.com
KCPQ,q13.com
Qatar Day,qatarday.com
Queens Chronicle,qchron.com
Dispatch,qconline.com
Quay County Sun,qcsunonline.com
Bettendorf News,qctimes.com
Queens Gazette,qgazette.com
QNS,qns.com
QSaltLake,qsaltlake.com
Queen Anne & Magnolia News,queenannenews.com
Queens Tribune,queenstribune.com
Que Pasa,quepasamedia.com
Mi Gente de Charlotte,quepasanoticias.com
Hancock County Quill,quillnewspaper.com
Quoddy Tides,quoddytides.com
North Weld Herald,qwestoffice.net
Portal R7,r7.com
Radar Cirebon,radarcirebon.com
radartegal.com,radartegal.com
Radio-Canada Information,radio-canada.ca
Radio Fórmula,radioformula.com.mx
Radio ZET,radiozet.pl
Rafu Shimpo,rafu.com
Rains County Leader,rainscountyleader.com
The Raleigh Downtowner,raleigh2.com
WLFL,raleighcw.com
Ralls County Herald-Enterprise,rallshe.com
Ramapo News,ramaponews.com
The Good 5 Cent Cigar,ramcigar.com
Ramona Journal,ramonajournal.com
Ramona Sentinel,ramonasentinel.com
Ranchland News,ranchland-news.com
Grapevine Independent,ranchocordovaindependent.com
Rancho Santa Fe Review,ranchosantafereview.com
Randolph County Herald Tribune,randolphcountyheraldtribune.com
Random Lengths News,randomlengthsnews.com
Ranger Review,rangerreview.com
Rankin County News,rankincn.com
Rantoul Press,rantoulpress.com
Chadron Record,rapidcityjournal.com
Rappler,rappler.com
Rappahannock News,rappnews.com
Ravalli Republic,ravallirepublic.com
Daily Times,rawlinstimes.com
The Raw Story,rawstory.com
Chronicle-News,raymondville-chronicle.com
Rayne Acadian Tribune,raynetoday.com
Raytown-Brooking Eagle,raytowneagle.com
Business Journal,rbj.net
Landmark,rblandmark.com
River City News,rcnky.com
RCN Radio,rcnradio.com
River Cities Reader,rcreader.com
Roswell Daily Record,rdrnews.com
Eagle,readingeagle.com
Inspired Magazine,readinspiredmag.org
Observer-American,record-bee.com
Record-Eagle,record-eagle.com
Greensburg Record-Herald,record-herald.com
Bedford Record-Review,record-review.com
Prosser Record-Bulletin,recordbulletin.com
Record-Courier,recordcourier.com
Recorder,recorder.com
Recorder Online,recordernews.com
Porterville Recorder,recorderonline.com
Record Gazette,recordgazette.net
Record Herald,recordherald.com
Sumter Co. Record-Journal,recordjournal.net
Record,recordnet.com
recordonline.com,recordonline.com
Record-Courier,recordpub.com
Phoenix Record Reporter,recordreporter.com
Nueces County Record Star,recordstar.com
The Red & Black,redandblack.com
Red Bluff Daily News,redbluffdailynews.com
Record Searchlight | Redding.com,redding.com
RedEye,redeyechicago.com
Redfield Press,redfieldpress.com
Redlands Daily Facts,redlandsdailyfacts.com
Red Oak Express,redoakexpress.com
Red River Miner,redriverminer.com
Sedona Red Rock News,redrocknews.com
RedState,redstate.com
Redwood Times,redwoodtimes.com
Parlier Post,reedleyexponent.com
The Reflector,reflector-online.com
Daily Reflector,reflector.com
Reflejos,reflejos.com
reforma.com,reforma.com
Brattleboro Reformer,reformer.com
KTVE,region10.com
Register-Herald,register-herald.com
Register-News,register-news.com
Register-Pajaronian,register-pajaronian.com
Register Citizen,registercitizen.com
Register-Guard,registerguard.com
Register-Herald,registerherald.com
Hudson Register-Star,registerstar.com
Reinbeck Courier,reinbeckcourier.com
Cumberland County Reminder,reminderusa.net
Renton Reporter,rentonreporter.com
Waterbury Republican,rep-am.com
Reporter Times,reporter-times.com
Reporter,reporter.net
Reporter & Farmer,reporterandfarmer.com
Repórter Brasil,reporterbrasil.org.br
Daily Reporter-Herald,reporterherald.com
Abilene Reporter News,reporternews.com
Buckhead Reporter,reporternewspapers.net
la Repubblica,repubblica.it
Louisburg Herald,republic-online.com
Republican Eagle,republican-eagle.com
Aroostook Republican,republican-me.com
Republican Times,republican-times.com
Republican-Herald,republicanherald.com
Republic-Times,republictimes.net
Republic Bharat,republicworld.com
RepublikaOnline,republika.co.id
Straitsland Resorter,resorter.com
Reston Connection,reston-connection.com
Retriever Weekly,retrieverweekly.com
Reuters,reuters.com
Revere Journal,reverejournal.com
Maplewood Review,review-news.com
Daily Review Atlas,reviewatlas.com
Las Vegas Review-Journal,reviewjournal.com
Review,reviewonline.com
Review Times,reviewtimes.com
Revista Fórum,revistaforum.com.br
Standard Journal,rexburgstandardjournal.com
REZ BIZ,rez-biz.com
RFA Burmese,rfa.org
Leader Courier,rgj.com
Herald-News,rheaheraldnews.com
Rhino Times,rhinotimes.com
Coventry Courier,ricentral.com
The Rice Thresher,ricethresher.org
Richfield Reaper,richfieldreaper.com
Richland Beacon-News,richlandtoday.com
Richmond News,richmond-dailynews.com
Richmond Times-Dispatch,richmond.com
Richmond Register,richmondregister.com
Daily Independent,ridgecrestca.com
Ridgway Record,ridgwayrecord.com
RI Monthly,rimonthly.com
Rio Grande Sun,riograndesun.com
Ripley Bee,ripleybee.com
Osgood Journal,ripleynews.com
Riverdale Press,riverdalepress.com
River Falls Journal,riverfallsjournal.com
Riverfront Times,riverfronttimes.com
River Hills Traveler,riverhillstraveler.com
Northwoods River News,rivernewsonline.com
Fort Benton River Press,riverpressnews.com
River Reporter,riverreporter.com
Richmond News,rivertowns.net
Rivertowns Enterprise,rivertownsenterprise.net
RMN News,rmn.ph
KRMJ,rmpbs.org
WRNN,rnntv.com
Roane County News,roanecounty.com
Roanoke-Chowan News Herald,roanoke-chowannewsherald.com
Roanoke Times,roanoke.com
Robertson County News,robconews.com
Robinson Daily News,robdailynews.com
Robesonian,robesonian.com
Rochelle News-Leader,rochellenews-leader.com
News 8 WROC Rochester,rochesterfirst.com
La Voz Rochester,rochesterlavoz.com
Rochester Sentinel,rochsent.com
Wave of Long Island,rockawave.com
Rockdale Citizen,rockdalecitizen.com
Rockdale Reporter,rockdalereporter.com
Rocket-Courier,rocket-courier.com
WZDX Huntsville,rocketcitynow.com
Rocket Miner Newspaper,rocketminer.com
Rockford Squire,rockfordsquire.com
Rockland County Times,rocklandtimes.com
Rockport Pilot,rockportpilot.com
Rock River Times,rockrivertimes.com
Herald Banner,rockwallheraldbanner.com
Rocky Mount Telegram,rockymounttelegram.com
The Byline,roguebyline.com
Rogue River Press,rogueriverpress.com
Roll Call,rollcall.com
Rolling Stone,rollingstone.com
Rolling Thunder Express,rollingthunderexpress.com
RomaToday,romatoday.it
Rome Sentinel,romesentinel.com
Rosario3,rosario3.com
County Voice,roscovoice.com
Rosemount Town Pages,rosemounttownpages.com
Rocklin & Roseville Today,rosevilletoday.com
Roslyn News,roslyn-news.com
Rossford Record Journal,rossford.com
Rossmoor News,rossmoornews.com
The Round Up,roundupdaily.com
Sidney Roundup,roundupweb.com
Royal Purple,royalpurplenews.com
Roya News - رؤيا الإخباري,royanews.tv
The Polytechnic,rpi.edu
Daily Herald,rrdailyherald.com
Rappahannock Record,rrecord.com
Gazette,rrhgazette.com
Observer,rrobserver.com
Rockford Register Star,rrstar.com
KRSC,rsu.edu
RT Arabic,rt.com
RTÉ News,rte.ie
RTL Nieuws,rtlnieuws.nl
RTP Notícias,rtp.pt
RTV Noord,rtvnoord.nl
RTV Utrecht,rtvutrecht.nl
Rudaw,rudaw.net
Ruidoso News,ruidosonews.com
Rumford Falls Times,rumfordfallstimes.com
Vermont Weathervane,ruralvermont.com
Rushville Republican,rushvillerepublican.com
Manhattan American,russell-publications.com
Russell County News Register,russellcountynewspapers.com
Ruston Daily Leader,rustonleader.com
The Rustorian,rustorian.com
The Tartan,rutartan.com
Rutherford Reader,rutherfordreader.com
Rutland Herald,rutlandherald.com
Northern Ogle County Tempo,rvpnews.com
Sabetha Herald,sabethaherald.com
Sabine Index,sabinetoday.com
The Sacramento Bee,sacbee.com
The Express,saccityexpress.com
Gazette,sacgazette.com
Observer,sacobserver.com
San Antonio Current,sacurrent.com
KWOG,safetv.org
Sag Harbor Express,sagharborexpress.com
Sakshi,sakshi.com
Salado Village Voice,saladovillagevoice.com
Salamanca Press,salamancapress.com
Salem News,salem-news.com
Salem Leader,salemleader.com
Salem News,salemnews.com
Salem News,salemnews.net
Salem Weekly,salemweeklynews.com
Salina Journal,salina.com
Salisbury Post,salisburypost.com
Salon,salon.com
Saluda Standard Sentinel,saludastandard-sentinel.com
Salyersville Independent,salyersvilleindependent.com
Samaa TV,samaa.tv
Sudhir Chaudhary,samachar4media.com
Samayam Tamil,samayam.com
St. Albans Messenger,samessenger.com
Sampan,sampan.org
San Angelo LIVE!,sanangelolive.com
Hollister Free Lance,sanbenitocountytoday.com
Times,sanclementetimes.com
Sandesh,sandesh.com
SanDiego.com,sandiego.com
XETV,sandiego6.com
Downtown News,sandiegodowntownnews.com
San Diego Magazine,sandiegomagazine.com
San Diego Reader,sandiegoreader.com
The San Diego Union-Tribune,sandiegouniontribune.com
Sand Mountain Reporter,sandmountainreporter.com
Sandusky Register,sanduskyregister.com
Sandy Journal,sandyjournal.com
Sanford Herald,sanfordherald.com
Sangre de Cristo Chronicle,sangrechronicle.com
Sanibel-Captiva Islander,sanibel-captiva-islander.com
San Juan Islander,sanjuanislander.com
Journal San Juan,sanjuanjournal.com
SLO Tribune,sanluisobispo.com
San Marcos Daily Record,sanmarcosrecord.com
San Marino Tribune,sanmarinotribune.com
San Saba News & Star,sansabanews.com
Santa Cruz Sentinel,santacruzsentinel.com
Santa Fe New Mexican,santafenewmexican.com
Santa Maria Sun,santamariasun.com
Santa Maria Times,santamariatimes.com
SanTan Sun News,santansun.com
Santa Paula Times,santapaulatimes.com
SIC Notícias,sapo.pt
Saratoga Today,saratogatodaynewspaper.com
Saratogian,saratogian.com
Sauk Centre Herald,saukherald.com
Sauk Valley Newspapers,saukvalley.com
Savannah Business Journal,savannahbusinessjournal.com
Savannah Herald,savannahherald.net
Savannah Magazine,savannahmagazine.com
Savannah Morning News & SavannahNow.com,savannahnow.com
Savannah Tribune,savannahtribune.com
WYME-CD-1,sbgi.net
Business Journal,sbj.net
SB Magazine Shreveport,sbmag.net
Smart Business,sbnonline.com
SBS 뉴스,sbs.co.kr
SBS News,sbs.com.au
Statesman,sbstatesman.com
San Bernardino Sun,sbsun.com
District,scaddistrict.com
Chinese American News,scanews.com
Silver City Daily Press,scdailypress.com
Sullivan County Democrat,scdemocratonline.com
Scene,scenenewspaper.com
Scenic Range NewsForum,scenicrangenewsforum.com
WNTV,scetv.org
Schwäbische,schwaebische.de
News from Science,sciencemag.org
Scientific American,scientificamerican.com
Sanders County Ledger,scledger.net
South Carolina Living,scliving.coop
South China Morning Post,scmp.com
Stanwood Camano News,scnews.com
Morning News,scnow.com
The Scotsman,scotsman.com
Silver City Sun-News,scsun-news.com
Sun-Times,scsuntimes.com
St. Cloud Times,sctimes.com
Scott County Times,sctonline.net
Business Journal,sdbj.com
CityBeat,sdcitybeat.com
Community News Network,sdcnn.com
Firelands Farmer,sdgnewsgroup.com
La Jolla Village News,sdnews.com
KCSD,sdpb.org
sdpnoticias,sdpnoticias.com
San Diego Daily Transcript,sdtranscript.com
Voice & Viewpoint,sdvoice.info
Sea Coast Echo,seacoastecho.com
SeacoastNH.com,seacoastnh.com
York County Coast Star,seacoastonline.com
Seaford Star,seafordstar.com
Sealy News,sealynews.com
seattlepi.com,seattlepi.com
The Spectator Online,seattlespectator.com
The Seattle Times,seattletimes.com
Seattle Weekly,seattleweekly.com
Secaucus Home News,secaucushomenews.com
Sedalia Democrat,sedaliademocrat.com
Sedona.biz,sedona.biz
Pathfinder,seeleylake.com
Gazette,seguingazette.com
Cherokee County News-Advocate,sekvoice.com
Seldovia Gazette,seldovia.com
Selma Times-Journal,selmatimesjournal.com
Seminole Producer,seminoleproducer.com
Seminole Sentinel,seminolesentinel.com
Southeast Missourian,semissourian.com
Senior News,seniornewsga.com
Senior Spectrum,seniorspectrumnewspaper.com
Sentinel Tribune,sent-trib.com
Sentinel-Echo,sentinel-echo.com
Ionia Sentinel Standard,sentinel-standard.com
Sentinel & Enterprise,sentinelandenterprise.com
Sentinel-News,sentinelnews.com
Sentinel News,sentinelnews.net
Upper Dauphin Sentinel,sentinelnow.com
Keene Sentinel,sentinelsource.com
Galena Sentinel Times,sentineltimes.com
Sequim Gazette,sequimgazette.com
Sequoyah County Times,sequoyahcountytimes.com
Serve Daily,servedaily.com
Sespe Sun,sespesun.com
三立新聞,setn.com
KBTV,setxhomepage.com
Seven Days,sevendaysvt.com
Mountain Messenger,sewaneemessenger.com
Friend Sentinel,sewardindependent.com
Bay View,sfbayview.com
San Francisco Chronicle,sfchronicle.com
San Francisco Examiner,sfexaminer.com
SFGATE,sfgate.com
WSFL,sflcw.com
WSFL,sfltv.net
Santa Fe Reporter,sfreporter.com
